URL,Time,Company Name,Positions,Location,Job Type,Salary Range,Benefits,Required Skills,Additional Requirements,Work Environment,Application Instructions,Is Remote,Is Remote in US,Is Remote Global,Timezone,Industry,Startup Series,Is ML,Is Datacenter,Years of Experience,Job Description,Original Text
https://news.ycombinator.com/item?id=40849106,2024-07-01 14:53:53,SmileID,Senior Frontend Engineer,REMOTE,Full Time,,,,,,Find out more and apply here: https://wellfound.com/recruit/jobs/2929597,True,False,True,,Technology,Unknown,False,False,,"Smile ID is Africa's leading digital identity verification, fraud detection, anti-money laundering, and KYC compliance solution for businesses scaling across the continent. We're growing and scaling fast and looking for more talented people to join our team.","Senior Frontend Engineer @ SmileID | <a href=""https:&#x2F;&#x2F;www.usesmileid.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.usesmileid.com&#x2F;</a> | Full-time &amp; REMOTE<p>Smile ID is Africa’s leading digital identity verification, fraud detection, anti-money laundering, and KYC compliance solution for businesses scaling across the continent.<p>We&#x27;re growing and scaling <i>fast</i> and looking for more talented people to join our team.<p>Find out more and apply here: <a href=""https:&#x2F;&#x2F;wellfound.com&#x2F;recruit&#x2F;jobs&#x2F;2929597"" rel=""nofollow"">https:&#x2F;&#x2F;wellfound.com&#x2F;recruit&#x2F;jobs&#x2F;2929597</a>"
https://news.ycombinator.com/item?id=40866932,2024-07-03 11:28:05,Stytch,"Experienced Full-stack (Backend Leaning) Engineer, Experienced Full-Stack Engineer, Experienced Backend Engineer, Experienced Infra Engineer, Product Manager, Activation, Technical Product Marketing Manager, Developer Education",Remote (US),Full Time,,,"Go, Node, TypeScript, Next.js, React, AWS, Kubernetes, gRPC, Protocol Buffers",,Hybrid in SF/NY or Remote,,True,True,False,,Developer Tools,Unknown,False,False,,"Stytch is building a developer platform for passwordless authentication. Our APIs make it simple to seamlessly onboard, authenticate, and engage users – while simultaneously improving security. We are hiring for various engineering roles, product management, and developer education positions.","Stytch | Remote (US) | Hybrid in SF&#x2F;NY or Remote | <a href=""https:&#x2F;&#x2F;stytch.com"" rel=""nofollow"">https:&#x2F;&#x2F;stytch.com</a><p>Stytch is building a developer platform for passwordless authentication. Our APIs make it simple to seamlessly onboard, authenticate, and engage users – while simultaneously improving security.
To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: <a href=""https:&#x2F;&#x2F;www.keyvalues.com&#x2F;stytch"" rel=""nofollow"">https:&#x2F;&#x2F;www.keyvalues.com&#x2F;stytch</a><p>Here are our open roles:
- Experienced Full-stack (Backend Leaning)
- Experienced Full- Stack Engineer
- Experienced Backend Engineer
- Experienced Infra Engineer 
- Product Manager, Activation 
- Technical Product Marketing Manager 
- Developer Education<p><a href=""https:&#x2F;&#x2F;jobs.ashbyhq.com&#x2F;stytch?utm_source=OEvbo87dAp"">https:&#x2F;&#x2F;jobs.ashbyhq.com&#x2F;stytch?utm_source=OEvbo87dAp</a><p>Tech Stack: Go for backend services, Node and Typescript for our web services, Next.js and React&#x2F;Typescript on the frontend. We run on AWS with Kubernetes for containerization, and gRPC and protobufs for internal service communication."
https://news.ycombinator.com/item?id=40887518,2024-07-05 21:22:54,Comulate,Senior Engineer,"San Francisco, CA",Full Time,,,"TypeScript, Postgres, React, GraphQL, Next.js",,ONSITE,Apply here: https://comulate.com/careers,False,False,False,,Insurance,Series B,False,False,3+ years,"We're building automation software for the insurance industry that had our first customer crying tears of joy. Experienced, high-caliber, eng team from Airbnb, Asana, Brex, AWS, and LiveRamp. Building a product-focused eng culture in which engineers work directly with customers. Stack is full-stack TypeScript, Postgres, React, GraphQL, and Next.js. Intentionally under the radar: we focus instead on delivering for customers and building a category-defining company.","Comulate | Senior Engineer (3+ YoE) | ONSITE in San Francisco, CA<p>We&#x27;re building automation software for the insurance industry that had our first customer crying tears of joy. Seed stage in terms of headcount (&lt; 20 people) but Series B in terms of business traction (+ cash-flow positive).<p>Experienced, high-caliber, eng team from Airbnb, Asana, Brex, AWS, and LiveRamp. Building a product-focused eng culture in which engineers work directly with customers. Stack is full-stack TypeScript, Postgres, React, GraphQL, and Next.js.<p>Intentionally under the radar: we focus instead on delivering for customers and building a category-defining company.<p>Apply here: <a href=""https:&#x2F;&#x2F;comulate.com&#x2F;careers"" rel=""nofollow"">https:&#x2F;&#x2F;comulate.com&#x2F;careers</a>"
https://news.ycombinator.com/item?id=40857798,2024-07-02 11:47:59,Sphinx Defense,"Backend Engineer, Sr. Backend Engineer, DevOps Engineer","Remote (US Only), DC, Colorado Springs, LA",Full Time,,,"Software Engineering, Backend Development, DevOps",,,Apply to the general interest application and list which role you would be interested in: https://jobs.lever.co/sphinxdefense/4e2c340f-3644-40cc-9617-bc67464cc253,True,True,False,,Defense Technology,Unknown,False,False,,"Sphinx Defense builds software to solve complex national security problems for America and its allies. They're building a vehicle-agnostic communication infrastructure to enable satellite operators to securely utilize antenna networks and maneuver satellites in real-time. The company is bootstrapped, profitable, and growing aggressively.","Sphinx Defense | Engineering, DevOps, &amp; Product | Remote (US Only), DC, Colorado Springs, LA | <a href=""https:&#x2F;&#x2F;www.sphinxdefense.com"" rel=""nofollow"">https:&#x2F;&#x2F;www.sphinxdefense.com</a><p>Sphinx Defense builds software to solve complex national security problems for America and its allies. Founded by engineers and technologists with deep experience across commercial and defense technology, we&#x27;re building a vehicle-agnostic communication infrastructure to enable satellite operators to securely utilize antenna networks and maneuver satellites in real-time. We&#x27;re bootstrapped, profitable, and growing aggressively.<p>To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: <a href=""https:&#x2F;&#x2F;www.keyvalues.com&#x2F;sphinx-defense"" rel=""nofollow"">https:&#x2F;&#x2F;www.keyvalues.com&#x2F;sphinx-defense</a><p>In July, we will be posting a few roles: a Backend Engineer, Sr. Backend Engineers, and a DevOps Engineer. Job postings will be up in the coming weeks but apply to the general interest application and list which role you would be interested in : <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;sphinxdefense&#x2F;4e2c340f-3644-40cc-9617-bc67464cc253"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;sphinxdefense&#x2F;4e2c340f-3644-40cc-9617-...</a>"
https://news.ycombinator.com/item?id=40867922,2024-07-03 13:09:04,RealRoots,"Founding Engineer/CTO, Technical Leader",SF,Full Time,,,"Technical Leadership, Product Development, Scalable Systems",,in-person,"To apply, email tara@therealroots.com with your resume & a short note about why you're interested.",False,False,False,,"Technology, Social Networking",Unknown,False,False,,"RealRoots is a mission-driven startup that guarantees women meaningful new friendships in her city. As our Founding Engineer/CTO/Technical Leader, you will be responsible for all technical decisions, direction, and execution. You'll work directly with both founders to convert our company's mission into tangible solutions for our end users, building products that are delightful, connecting, scalable, and innovative. We've found product-market fit on a small scale through a low-code, operational product, and are now committed to investing in software to accelerate our growth.","RealRoots | Founding Engineer&#x2F;CTO | SF, in-person | <a href=""https:&#x2F;&#x2F;therealroots.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;therealroots.com&#x2F;</a><p>RealRoots is a mission-driven startup that guarantees women meaningful new friendships in her city. As our Founding Engineer&#x2F;CTO&#x2F;Technical Leader, you will be responsible for all technical decisions, direction, and execution. You’ll work directly with both founders to convert our company’s mission into tangible solutions for our end users, building products that are delightful, connecting, scalable, and innovative. We’ve found product-market fit on a small scale through a low-code, operational product, and are now committed to investing in software to accelerate our growth.<p>Check out the JD for more details on this position: <a href=""https:&#x2F;&#x2F;internal-handsaw-e13.notion.site&#x2F;Founding-Engineer-CTO-Tech-Leader-RealRoots-d812449a2294496ea1a7b97bbdcf253e?pvs=4"" rel=""nofollow"">https:&#x2F;&#x2F;internal-handsaw-e13.notion.site&#x2F;Founding-Engineer-C...</a><p>To apply, email tara@therealroots.com with your resume &amp; a short note about why you&#x27;re interested."
https://news.ycombinator.com/item?id=40875982,2024-07-04 12:10:39,Anvil,Developer Advocate,"Cambridge, UK",Full Time,,"Autonomy, High impact, Working directly with founders","Python, Web Development, Communication",Visa sponsorship available,"Hybrid (in the office Tue-Thu, wherever you like Mon/Fri)","For a full job description and to apply, go to https://anvil.works/jobs",False,False,False,,Software Development,Unknown,False,False,,"We're looking for developers with great communication skills, to show people how to build awesome things with Anvil. You'll be building example apps; writing how-to guides, blog posts and tutorials; presenting Anvil at conferences; and helping our users – from individual developers to huge tech companies – build their applications. And then you'll help us work out how to improve Anvil for them.","Anvil | Developer Advocate | Cambridge, UK | ONSITE, VISA | Full-time&#x2F;part-time&#x2F;flexible | <a href=""https:&#x2F;&#x2F;anvil.works&#x2F;jobs"" rel=""nofollow"">https:&#x2F;&#x2F;anvil.works&#x2F;jobs</a><p>We make an open-source web framework, an online code editor, a GUI builder, and a PaaS hosting platform. Together, you can build and host a full-stack web application - and all you need is a little Python. (Yes, even the client-side code - we compile Python to JS and provide a GUI framework!)<p>We’re looking for developers with great communication skills, to show people how to build awesome things with Anvil. You’ll be building example apps; writing how-to guides, blog posts and tutorials; presenting Anvil at conferences; and helping our users – from individual developers to huge tech companies – build their applications. And then you’ll help us work out how to improve Anvil for them.<p>It&#x27;s rewarding work – developers love being introduced to Anvil (our stand is always crowded[0] at conferences!). Plus, there are all the advantages of a small startup: lots of autonomy and huge impact. You&#x27;ll be working directly with the founders as well as some seriously talented colleagues.<p>We&#x27;re bootstrapped and profitable, with customers ranging from tiny (one-person startups) to enormous (HSBC, Bayer, Deloitte, etc). For a full job description, to hear what it&#x27;s like working here, and to apply, go to <a href=""https:&#x2F;&#x2F;anvil.works&#x2F;jobs"" rel=""nofollow"">https:&#x2F;&#x2F;anvil.works&#x2F;jobs</a>.<p>We work hybrid (in the office Tue-Thu, wherever you like Mon&#x2F;Fri), and we&#x27;re not looking for fully-remote colleagues right now, but we can sponsor your UK visa. If you have questions, I&#x27;m a founder and my email&#x27;s in my profile.<p>[0] <a href=""https:&#x2F;&#x2F;anvil.works&#x2F;jobs#anvil-in-the-wild"" rel=""nofollow"">https:&#x2F;&#x2F;anvil.works&#x2F;jobs#anvil-in-the-wild</a>"
https://news.ycombinator.com/item?id=40853996,2024-07-02 02:17:50,Glass Health,Founding Senior Software Engineer,Remote (US or UK time-zones),Full Time,$130k-$210k + equity,,"Django, Typescript, React, Redux, Postgres",,Remote,"Apply by sending a resume/linkedin to will at glass dot health, or apply on Lever and mention HN: https://jobs.lever.co/glass-health-inc/",True,True,False,US or UK time-zones,Healthcare Technology,Series A,True,False,,"Glass Health builds a platform for AI-assisted medical diagnosis and clinical decision-making. The product helps doctors make decisions and draft documentation in seconds. The company went through Y Combinator and has raised over $7M. They are looking for founding senior software engineers with expertise in full-stack, backend, LLM, and product development.","Glass Health (YC W23) | Full-time | Founding Senior Software Engineers (full-stack, backend, LLM, product) | FULLY REMOTE (US or UK time-zones) | $130k-$210k + equity, flexible<p>We build a platform for AI-assisted medical diagnosis and clinical decision-making. Doctors spend twice as much time with computers as they do with patients; our product helps doctors make decisions and draft documentation in seconds. To date, tens of thousands of clinicians have used Glass to generate drafts of differential diagnoses and clinical plans.<p>We went through Y Combinator last year and have raised &gt; $7M (led by Initialized with some of the most brilliant founders in healthtech: Tom Lee, founder of One Medical; Connor Landgraf, founder and CEO of Eko Health; and Heather Hasson and Trina Spear, the co-founders of FIGS. We’ve also been featured in leading clinical lectures like UCSF Grand Rounds and news outlets like NPR and TechCrunch.<p>Our CEO&#x2F;co-founder Dereck is a doctor who studied medicine at UCSF and Brigham and Women&#x27;s Hospital, and our CTO, Will (me), is a highly experienced engineering leader &amp; successful founder. Join us!<p>Tech Stack: Django, Typescript, React, Redux, Postgres.<p>Apply by sending a resume&#x2F;linkedin to will at glass dot health, or feel free to apply on Lever and mention HN! <a href=""https:&#x2F;&#x2F;jobs.lever.co&#x2F;glass-health-inc&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;jobs.lever.co&#x2F;glass-health-inc&#x2F;</a>"
https://news.ycombinator.com/item?id=40865893,2024-07-03 09:42:53,Reef Technologies,Senior Python Backend Engineer,REMOTE,Full Time,"45-70 USD per hour, or 7560-11760 USD a month (assuming 40 hours per week)","Full Remote Flexibility, Flexible Hours, Dynamic Projects, Influence on company decisions, Project Selection, No managers, Personal assistant for non-work tasks, Multicultural environment","Python, Backend Development","Deep love for Python, Ability to come up with Pythonic solutions",Remote,Go to https://careers.reef.pl/ and see what we're all about! Do not send us CVs.,True,False,True,,Software Development,Unknown,False,False,at least 5 years,"We're all about the backend! As a fully remote Python software house, we comprise a small, agile team of senior engineers, each with at least five years of experience. We're known for delivering stable solutions and always accounting for edge cases, minimizing the need for urgent fixes. We're looking for an experienced Python engineer with at least 5 years of programming (not necessarily professional), including at least a year with Python. Must have a deep love for Python and the ability to come up with Pythonic solutions to problems.","Reef Technologies | Senior Python Backend Engineer | REMOTE | Full-time Salary: 45-70 USD per hour, or 7560-11760 USD a month (assuming 40 hours per week). Hourly rates typically adjusted annually.<p>We’re all about the backend! As a fully remote Python software house, we comprise a small, agile team of senior engineers, each with at least five years of experience. We&#x27;re known for delivering stable solutions and always accounting for edge cases, minimizing the need for urgent fixes.<p>- Full Remote Flexibility: Work from anywhere.<p>- Flexible Hours: Pick your own hours, with only ~2 calls per week.<p>- Dynamic Projects: Work with startups globally on projects of your choice.<p>- Influence: Contribute to decisions and influence how we operate.<p>- Project Selection: Only accept projects you&#x27;re interested in.<p>- No managers; thanks to the Sociocracy 3.0 framework, everyone&#x27;s opinion is valued.<p>- Personal assistant for your non-work tasks.<p>- Multicultural environment with a voice for everyone.<p>Who Are We Looking For? Experienced Python engineer with at least 5 years of programming (not necessarily professional), including at least a year with Python. Must have a deep love for Python and the ability to come up with Pythonic solutions to problems.<p>How to Apply: Just go to <a href=""https:&#x2F;&#x2F;careers.reef.pl&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;careers.reef.pl&#x2F;</a> and see what we’re all about! Do not send us CVs.<p>Contact: Email: hiring@reef.pl Company Website: <a href=""https:&#x2F;&#x2F;reef-technologies.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;reef-technologies.com&#x2F;</a>"
https://news.ycombinator.com/item?id=40857226,2024-07-02 10:47:29,Automattic,"Product-minded Generalist, Systems Engineer",Remote,Full Time,"$110,000 - $210,000+",3-month paid sabbatical every 5 years,"PHP, JavaScript","Curiosity about how things work, Problem-solving across different levels of the stack, Ability to work in any codebase",,"Apply at https://join.a8c.com/enghn for Product-minded Generalist, https://join.a8c.com/syshn for Systems Engineer, or visit https://join.a8c.com/allhn for other positions",True,False,True,,Technology,Unknown,False,False,,"Automattic is looking for engineers to help build, grow, and maintain products used by over a billion people each month across WordPress.com, WooCommerce, WordPress VIP, Jetpack, Tumblr, Beeper & Texts.com, Day One, Pocket Casts, and many more. The company values the open web, open source, radical problem ownership, and simple over pure solutions. They offer a sabbatical program where employees get 3 paid months off every five years.","Automattic | Remote | Full-time | Multiple roles | $110-$210k+ and great benefits<p>We&#x27;re looking for engineers to help us build, grow, and maintain products used by over a billion people each month across WordPress.com, WooCommerce, WordPress VIP, Jetpack, Tumblr, Beeper &amp; Texts.com, Day One, Pocket Casts, and many more.<p>If you love the open web, open source, radical problem ownership, and simple over pure solutions, Automattic is probably the place for you.<p>Did you know that every five years, every Automattician deserves a sabbatical – 3 paid months off! Even I, as a CEO, took mine this year: <a href=""https:&#x2F;&#x2F;ma.tt&#x2F;2024&#x2F;05&#x2F;sabbatical-wrap&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;ma.tt&#x2F;2024&#x2F;05&#x2F;sabbatical-wrap&#x2F;</a><p><i>Product-minded Generalist</i><p><pre><code>  * endlessly curious about how things work – infrastructure, language and libraries, product, and business
  * solves problems across any level of the stack, in any codebase
  * comfortable with using mostly PHP and JavaScript, no need to have serious experience with them
  * apply at https:&#x2F;&#x2F;join.a8c.com&#x2F;enghn
</code></pre>
<i>Systems Engineer</i><p><pre><code>  * removes friction between developers and shipping software
  * owns availability, performance, and security
  * shares code, experience, and knowledge both internally and externally
  * apply at https:&#x2F;&#x2F;join.a8c.com&#x2F;syshn
</code></pre>
…or find something else on <a href=""https:&#x2F;&#x2F;join.a8c.com&#x2F;allhn"" rel=""nofollow"">https:&#x2F;&#x2F;join.a8c.com&#x2F;allhn</a>"
https://news.ycombinator.com/item?id=40902466,2024-07-07 23:49:20,WorkBright,Platform Support Engineer,Colorado,Full Time,,,"Ruby on Rails, Vue.js, AWS, Bug Investigation","Ability to work on backend and frontend, Interest in performance tuning and internal tools development",human-first approach to work,https://meta.workbrightats.com/jobs/1117493-50303.html,True,True,False,,HR Technology,Unknown,False,False,,"The Platform Support Engineer is responsible for investigating bug reports and other issues with the rails backend and Vue fronted, and a few important integrations. The role has opportunities for getting into areas of interest like performance tuning, AWS configuration, building internal tools, and even feature work.","WorkBright is hiring a Platform Support Engineer<p><a href=""https:&#x2F;&#x2F;workbright.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;workbright.com&#x2F;</a><p>Company is Colorado based and the job is REMOTE (US).<p>WorkBright is a leading HR platform for onboarding, remote verification and the best Form I-9 solution in the world. We empower folks to get to work and streamline the hiring process. Our product catalog includes Onboarding, an ATS, and a series of integrations.<p>It&#x27;s a great place to work with a human-first approach to work.<p>The Platform Support Engineer is responsible for investigating bug reports and other issues with the rails backend and Vue fronted, and a few important integrations.<p>The company is still small (40-50 ppl), so this role has lots opportunities for getting into areas of interest like performance tuning, AWS configuration, building internal tools, and even feature work.<p><a href=""https:&#x2F;&#x2F;meta.workbrightats.com&#x2F;jobs&#x2F;1117493-50303.html"" rel=""nofollow"">https:&#x2F;&#x2F;meta.workbrightats.com&#x2F;jobs&#x2F;1117493-50303.html</a>"
https://news.ycombinator.com/item?id=40857954,2024-07-02 12:04:09,Counsel,"Founding Engineer, Full-stack Engineer, ML Engineer",NY,Full Time,,,"Full-stack development, Machine Learning, AI",Interest in healthcare and AI,Onsite in NY with possibility for remote work on a case-by-case basis,"If interested, reach out to careers@counsel.health, or directly to justin@counsel.health",True,True,False,,Healthcare Technology,Series A,True,False,,"Counsel is building an AI-first medical practice to reinvent healthcare delivery. They aim to provide patients with unlimited, instant access to personalized medical advice from real clinicians over text. The role involves working on challenging engineering and product problems, including building a best-in-class clinical copilot, a unique patient-facing care platform, and rebuilding antiquated healthcare experiences. They're looking for strong full-stack/ML engineers who love tackling unique engineering and product questions and want to build the future of AI and healthcare.","Counsel (<a href=""https:&#x2F;&#x2F;www.counsel.health&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;www.counsel.health&#x2F;</a>) | Founding Engineer (full-stack) | Full-time | Onsite in NY (but open to Remote case-by-case)<p>Hi, I&#x27;m the founding engineer here at Counsel.<p>Counsel is trying to re-invent how healthcare is delivered by building an AI-first medical practice from the ground up. We believe in a future where patients can get unlimited, instant access to personalized medical advice from real clinicians over text.<p>We&#x27;re a small team (3 people) but we&#x27;ve already signed contracts with leading healthcare organizations, and we are on track to serve hundreds of thousands of patients on our platform within the next year. We have raised over $10M from top-tier VC firms and angel investors, and are looking for founding engineers to join our team!<p>We&#x27;re working on some hard engineering and product challenges, including building a best-in-class clinical copilot, a unique patient-facing care platform, and a rebuild of many antiquated healthcare experiences that exist today.<p>We&#x27;re looking for strong full-stack&#x2F;ML engineers who love tackling unique engineering and product questions and want to come build the future of AI and healthcare with us.<p>More info: <a href=""https:&#x2F;&#x2F;www.notion.so&#x2F;counsel&#x2F;Founding-Engineer-at-Counsel-85050cea093e4ad392ca84d80e2f88df"" rel=""nofollow"">https:&#x2F;&#x2F;www.notion.so&#x2F;counsel&#x2F;Founding-Engineer-at-Counsel-8...</a><p>If interested, reach out to careers@counsel.health, or me directly at justin@counsel.health"
https://news.ycombinator.com/item?id=40859428,2024-07-02 14:52:28,Vestwell,"Backend Software Engineer, Staff Software Engineer, Sr. Software Engineer, Product Manager","New York, NY | Austin, TX | Phoenix AZ",Full Time,,,"Python, C#, TypeScript",,"HYBRID meaning you must be less than 2 hours commuting distance from either our New York, NY | Austin, TX | Phoenix AZ office in order to be onsite 2x/week or 2x/every other week (if between 1.5-2 hours away)",Email julia.pitts [at] vestwell [dot] com with your resume,False,False,False,,Fintech,Series D,False,False,,"Vestwell is a fintech startup that powers payroll-deducted workplace savings programs for businesses, such as 401(k), 403(b), and IRA. They are the fastest growing retirement plan recordkeeper with 2,000% growth over the past 3 years. The company is hiring for multiple engineering and product roles.","Vestwell | Backend Software Engineers &amp; Product Managers | HYBRID&#x2F;ONSITE 2x&#x2F;week | New York, NY | Austin, TX | Phoenix AZ | Full-time<p><a href=""https:&#x2F;&#x2F;www.vestwell.com&#x2F;careers#jobs"" rel=""nofollow"">https:&#x2F;&#x2F;www.vestwell.com&#x2F;careers#jobs</a><p>Please email me at julia.pitts [at] vestwell [dot] com with your resume as soon as possible if interested:<p>Vestwell, a series D fintech startup, is hiring for 4+ product and engineering roles. We are now the fastest growing retirement plan recordkeeper with 2,000% growth over the past 3 years and aim to power all payroll-deducted workplace savings programs for businesses, such as the 401(k), 403(b), and IRA.<p>Please view the job descriptions for each role below (<a href=""https:&#x2F;&#x2F;www.vestwell.com&#x2F;careers#jobs"" rel=""nofollow"">https:&#x2F;&#x2F;www.vestwell.com&#x2F;careers#jobs</a>) and email me at julia.pitts [at] vestwell [dot] com with your resume. All of the following positions are HYBRID meaning you must be less than 2 hours commuting distance from either our New York, NY | Austin, TX | Phoenix AZ office in order to be onsite 2x&#x2F;week or 2x&#x2F;every other week (if between 1.5-2 hours away).<p>Backend Software Engineer (python) HYBRID - New York, NY | Austin, TX | Phoenix AZ<p>Staff Software Engineer (c#) HYBRID - New York, NY | Austin, TX | Phoenix AZ<p>Sr. Software Engineer (typescript) HYBRID - New York, NY | Austin, TX | Phoenix AZ<p>Product Manager HYBRID - New York, NY | Austin, TX | Phoenix AZ<p>Sr. Software Engineer (c#) HYBRID - New York, NY | Austin, TX | Phoenix AZ"
https://news.ycombinator.com/item?id=40868339,2024-07-03 13:49:24,Saia Agrobotics,Fullstack Developer,"Ede-Wageningen, NL",Full Time,,,"Rust, Backend Development","Experience in Rust or desire to learn, At least 5 years experience in backend development",HYBRID (2 office days a week),"To apply, email: recruitment@saia-agrobotics.com",False,False,False,,Agrotech,Unknown,True,False,5+ years,"Saia Agrobotics is seeking a Fullstack Developer to join their team. The company is an innovative start-up revolutionizing the greenhouse sector with state-of-the-art robotics, aiming to reduce labor costs and environmental impact. The role involves building a software platform that powers this new technology, combining web technologies, industrial automation, and AI. The ideal candidate should be an experienced and passionate software engineer with an eye for detail and a love for learning.","Saia Agrobotics | <a href=""https:&#x2F;&#x2F;www.saia-agrobotics.com&#x2F;career-full-stack-developer"" rel=""nofollow"">https:&#x2F;&#x2F;www.saia-agrobotics.com&#x2F;career-full-stack-developer</a> | Fullstack Developer | ONSITE &#x2F; HYBRID (2 office days a week) | Ede-Wageningen, NL<p>We&#x27;re in search of a Fullstack Developer to join the Saia Agrobotics team. Our innovative start-up revolutionises the greenhouse sector with state-of-the-art robotics, dramatically reducing labor costs and helping the environment by cutting back on energy, land and water consumption.<p>Are you an experienced and passionate software engineer that can help us build the software platform that powers this exciting new technology? This isn&#x27;t your run-of-the-mill web application; we&#x27;re combining the latest in web technologies, industrial automation and AI. We need an engineer that loves to learn and with an eye for detail.<p>We&#x27;re looking for engineers with experience in Rust or a desire to learn and at least 5 years experience in backend development.<p>To apply, email: recruitment@saia-agrobotics.com"
https://news.ycombinator.com/item?id=40854634,2024-07-02 04:28:41,Exnaton,Delivery Engineer,Remote (EU/EFTA countries),Full Time,,,"Software development, IT consulting, Software integration, Project management, English language proficiency","Degree in computer science, electrical engineering, statistics, mathematics, physics, engineering, or relevant experience, Experience with typed API's (GraphQL, tRPC, OpenAPI), Experience developing and shipping SaaS web applications, Motivation to learn new skills, Team player",,,True,False,False,,Climate Tech,Unknown,False,False,2 years,"Exnaton is a startup, spun out of ETH Zurich, which offers software for renewable energy to utility companies. Our software enables energy providers to set up energy communities and smart energy tariffs in their distribution areas. Users of our software can track their energy consumption and buy renewable energy from their neighbors, which makes investing in the energy transition simple and fun!","Exnaton (Climate Tech) | Delivery Engineer | Remote (EU&#x2F;EFTA countries) | full-time
Exnaton is a startup, spun out of ETH Zurich, which offers software for renewable energy to utility companies. Our software enables energy providers to set up energy communities and smart energy tariffs in their distribution areas. Users of our software can track their energy consumption and buy renewable energy from their neighbors, which makes investing in the energy transition simple and fun!<p>Role requirements: 
- degree in computer science, electrical engineering, statistics, mathematics, physics, engineering, or relevant experience (we are happy to consider applicants without a formal degree if you can demonstrate relevant skills);
- a minimum of 2 years of industry experience in software development, IT consulting, or software integration projects;
- relevant experience in independently completing complex technical projects;
- ideally some experience working with typed API’s (GraphQL, tRPC, OpenAPI) and developing and shipping SaaS web applications with well-abstracted components and composability;
- ideally previous experience working on software projects in the energy sector;
- motivation to constantly and consistently learn new skills, make quick decisions, and clearly prioritize what moves the needle;
- fluency in English, fluency in German would be a big plus;
- a team player who thrives in a dynamic startup environment.<p>More information here: <a href=""https:&#x2F;&#x2F;exnaton-ag.jobs.personio.com&#x2F;job&#x2F;1611746?language=en&amp;display=en"" rel=""nofollow"">https:&#x2F;&#x2F;exnaton-ag.jobs.personio.com&#x2F;job&#x2F;1611746?language=en...</a>"
https://news.ycombinator.com/item?id=40866860,2024-07-03 11:22:23,Attendi,Senior Machine Learning Engineer,Amsterdam,Full Time,,"Generous equity, Competitive salary, Positive impact on society","Machine Learning, AI, Healthcare, Speech-to-Text, Natural Language Processing","Experience in applying AI research to practical applications, Knowledge of privacy concerns in healthcare",ON-SITE hybrid,Send any questions to omar [at] attendi [dot] nl. More details available at https://attendi.recruitee.com/o/ml-research-engineer,False,False,False,,Healthcare Technology,Series A,True,False,,"As a Senior ML Research Engineer at Attendi, you will play a key role in applying the latest AI research findings to our unique datasets, focusing on the end-to-end development and deployment of AI models. You will be at the forefront of translating recent scientific advancements into practical applications within healthcare, with a strong emphasis on privacy and meeting the needs of healthcare professionals. You will be responsible for effectively utilizing our unique dataset of spoken and written medical reports. Attendi allows healthcare professionals to report with their voice, saving them time on administrative tasks and removing the screen between client and caregiver. The company develops speech-to-text and textual understanding APIs to enable EHR vendors' applications.","Attendi | Senior Machine Learning Engineer | Amsterdam, ON-SITE hybrid | Full-time (80-100%)<p>Healthcare professionals have to spend too much time on administrative tasks, when they should be spending that time delivering great care. Attendi allows healthcare professionals to report with their voice. This saves them precious time and removes the screen between client and caregiver, allowing more personal and effective care to be given. We provide an extraordinary work environment: getting paid well to work with smart people on things that directly have a positive impact on society.<p>Healthcare professionals perform all their administrative tasks in electronic health record (EHR) systems. Attendi (voice) enables EHR vendors&#x27; applications by developing speech-to-text and textual understanding APIs.<p>As a Senior ML Research Engineer, you will play a key role in applying the latest AI research findings to our unique datasets, focusing on the end-to-end development and deployment of AI models. You will be at the forefront of translating recent scientific advancements into practical applications within healthcare, with a strong emphasis on privacy and meeting the needs of healthcare professionals. You will be responsible for effectively utilizing our unique dataset of spoken and written medical reports.<p>We have a dedicated team with fewer than 15 members, which means no bullshit, moving fast, and getting a generous slice of equity. We&#x27;re post product-market fit, profitable, and on the cusp of scaling up in the Dutch market.<p>Check out <a href=""https:&#x2F;&#x2F;attendi.recruitee.com&#x2F;o&#x2F;ml-research-engineer"" rel=""nofollow"">https:&#x2F;&#x2F;attendi.recruitee.com&#x2F;o&#x2F;ml-research-engineer</a> for more details on the position.<p>Feel free to send any questions to omar [at] attendi [dot] nl."
